UEN,TRUE_IE,$,account,accreditation,add card,add to bag,add to cart,advert,adwords,alipay,american express,android,animation,atome,auction,automat,automobile,award,b2b,b2c,bag,bank,big,bigcommerce,blog,book,breakfast,buy,car,card,career,carousell,cart,cash,cash back,cashback,casino,check out,client,cloud,complete,consultancy,consultation,contact,contact form,customer,cyber,data,dating,deals,deliver,deliveroo,develop,development,domain,e-store,e-ticket,e-wallet,ecommerce,email,emarketing,enets,enquiry,enrol,equipment,escort,estore,facebook,favepay,firewall,foodpanda,form,free,game,get in touch,gift card,giftcard,goods,google pay,grab,grabpay,hack,hangout,hoolah,hostel,hosting,hotel,housing,instagram,intelligence,interactive,investor relations,iphone,job,kiosk,lazada,learn,linkedin,log in,log out,login,machine,magazine,magento,mail,mailing,mailing list,managed,marketing,marketplace,mastercard,media,member,menu,message,mobile,movie,multimedia,music,name,network,news,news alert,newsletter,offers,online,online store,order,partners,password,pay,paylah,paylater,payment,paynow,paypal,phone number,platform,premium,price,privacy,product,projects,promotion,purchase,qoo10,recognition,recruit,rent,research,reserv,restaurant,return,review,risk,robot,s$,sale,science,seo,serie,server,service,sgd,shipping,shop,shop pay,shopee,shopify,shopping bag,sign in,sign out,sign up,singtel dash,skype,snapchat,social media,software,spyware,store,stream,subject,submit,subscri,supply,tablet,testimonial,ticket,tiktok,topup,transfer,travel,trial,tuition,tutor,tutorial,tv,twitter,unionpay,usd,username,video,virtual,virus,visa,vlog,voucher,vpn,wallet,web design,webdesign,what we do,wishlist,wix,woocommerce,youtube,predict,sum
195500035M,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
196200236G,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196300127N,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
196300331K,C,8,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,48,2,2,2,3,2,2,2,10,2,2,13,2,6,2,2,2,2,2,2,2,2,2,4,2,2,11,2,2,2,4,2,2,2,2,3,3,2,2,2,2,2,5,2,2,14,2,2,2,2,10,2,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,2,16,5,2,2,2,2,13,2,100,2,2,2,2,2,80,2,2,6,2,2,6,2,2,2,2,2,6,4,11,3,42,2,2,2,2,17,2,5,2,15,2,2,2,3,7,2,5,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2.0,889.0
196300331K,C,8,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,48,2,2,2,3,2,2,2,10,2,2,13,2,6,2,2,2,2,2,2,2,2,2,4,2,2,11,2,2,2,4,2,2,2,2,3,3,2,2,2,2,2,5,2,2,14,2,2,2,2,10,2,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,2,16,5,2,2,2,2,13,2,100,2,2,2,2,2,80,2,2,6,2,2,6,2,2,2,2,2,6,4,11,3,42,2,2,2,2,17,2,5,2,15,2,2,2,3,7,2,5,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2.0,889.0
196300331K,C,8,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,48,2,2,2,3,2,2,2,10,2,2,13,2,6,2,2,2,2,2,2,2,2,2,4,2,2,11,2,2,2,4,2,2,2,2,3,3,2,2,2,2,2,5,2,2,14,2,2,2,2,10,2,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,2,16,5,2,2,2,2,13,2,100,2,2,2,2,2,80,2,2,6,2,2,6,2,2,2,2,2,6,4,11,3,42,2,2,2,2,17,2,5,2,15,2,2,2,3,7,2,5,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2.0,889.0
196300331K,C,8,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,48,2,2,2,3,2,2,2,10,2,2,13,2,6,2,2,2,2,2,2,2,2,2,4,2,2,11,2,2,2,4,2,2,2,2,3,3,2,2,2,2,2,5,2,2,14,2,2,2,2,10,2,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,2,16,5,2,2,2,2,13,2,100,2,2,2,2,2,80,2,2,6,2,2,6,2,2,2,2,2,6,4,11,3,42,2,2,2,2,17,2,5,2,15,2,2,2,3,7,2,5,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2.0,889.0
196300331K,C,8,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,48,2,2,2,3,2,2,2,10,2,2,13,2,6,2,2,2,2,2,2,2,2,2,4,2,2,11,2,2,2,4,2,2,2,2,3,3,2,2,2,2,2,5,2,2,14,2,2,2,2,10,2,2,2,10,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,2,16,5,2,2,2,2,13,2,100,2,2,2,2,2,80,2,2,6,2,2,6,2,2,2,2,2,6,4,11,3,42,2,2,2,2,17,2,5,2,15,2,2,2,3,7,2,5,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2.0,889.0
196400021W,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
196500324W,C,162,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,3,3,3,3,3,8,6,3,3,24,3,3,3,3,3,3,3,3,3,3,3,6,3,3,47,3,3,3,44,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,6,3,3,3,175,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,40,3,1974,3,12,3,3,3,47,3,21,3,3,3,3,3,98,3,3,3,3,3,3,3,3,3,3,3,3,3,22,3,3,3,3,3,3,63,3,6,3,36,3,3,3,3,3,3,15,3,3,62,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,6,3,9,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2.0,3519.0
196500324W,C,162,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,3,3,3,3,3,8,6,3,3,24,3,3,3,3,3,3,3,3,3,3,3,6,3,3,47,3,3,3,44,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,6,3,3,3,175,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,40,3,1974,3,12,3,3,3,47,3,21,3,3,3,3,3,98,3,3,3,3,3,3,3,3,3,3,3,3,3,22,3,3,3,3,3,3,63,3,6,3,36,3,3,3,3,3,3,15,3,3,62,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,6,3,9,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2.0,3519.0
196500324W,C,162,3,3,3,3,3,3,3,3,3,3,27,3,3,3,3,3,3,3,3,3,3,3,8,6,3,3,24,3,3,3,3,3,3,3,3,3,3,3,6,3,3,47,3,3,3,44,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,6,3,3,3,175,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,40,3,1974,3,12,3,3,3,47,3,21,3,3,3,3,3,98,3,3,3,3,3,3,3,3,3,3,3,3,3,22,3,3,3,3,3,3,63,3,6,3,36,3,3,3,3,3,3,15,3,3,62,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,6,3,9,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2.0,3519.0
196600206D,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196600227Z,B,3,3,3,3,3,3,3,3,3,3,9,6,3,3,4,3,3,6,3,3,4,6,3,3,4,3,3,30,24,3,3,3,3,3,3,3,3,3,3,5,3,3,200,3,3,5,191,3,3,12,3,9,3,3,3,3,3,3,3,3,3,3,3,4,3,6,3,3,3,3,239,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,10,3,3,3,6,3,3,3,3,3,3,43,3,3,3,6,3,3,56,3,138,60,9,3,3,3,59,3,24,3,3,3,3,3,273,3,3,3,3,3,3,3,3,3,3,3,3,15,68,3,3,3,3,3,3,20,3,3,3,5,3,3,93,3,28,4,4,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,9,3,3,12,3,4,3,3,3,3,3,3,3,15,3,3,3,4,10,3,3,3,36,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0,2318.0
196700378M,B,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,3,4,5,2,2,61,2,3,2,70,2,2,3,2,2,2,2,2,2,2,2,7,2,2,8,2,26,2,2,2,2,2,2,166,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,81,2,2,2,2,2,2,24,2,74,7,17,2,2,2,57,3,2,2,2,2,2,2,109,2,2,2,2,2,2,2,2,2,2,2,2,6,2,18,2,2,2,2,2,89,2,4,2,3,2,2,20,2,36,2,2,2,2,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,13,2,3,4,2,2,2,2,2,2,4,2,2,2,5,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1340.0
196900389D,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196900448R,C,177,43,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,5,4,4,4,13,4,37,1060,4,8,231,13,4,4,211,4,4,4,4,4,4,44,4,4,4,76,4,65,4,1493,4,4,7,4,34,31,31,7,4,4,7,31,4,4,4,4,4,4,7,30,4,4,4,144,11,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,16,4,16,4,10,4,4,4,46,4,4,4,25,4,64,4,39,4,4,4,4,4,10,22,4,340,12,803,4,4,4,134,7,35,4,8,4,32,4,19,4,7,91,4,4,22,4,22,7,4,10,121,10,714,4,17,16,4,4,4,313,4,7,4,73,4,4,4,6,101,31,4,4,7,26,19,22,1166,4,4,1092,4,13,4,5,4,4,4,4,4,4,119,4,4,24,27,10,4,4,4,4,4,4,4,4,4,4,4,10,13,4,4,4,4,4,4,16,4,8,4,13,4,4,4,4,4,4,4,3.0,10173.0
196900448R,C,177,43,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,5,4,4,4,13,4,37,1060,4,8,231,13,4,4,211,4,4,4,4,4,4,44,4,4,4,76,4,65,4,1493,4,4,7,4,34,31,31,7,4,4,7,31,4,4,4,4,4,4,7,30,4,4,4,144,11,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,16,4,16,4,10,4,4,4,46,4,4,4,25,4,64,4,39,4,4,4,4,4,10,22,4,340,12,803,4,4,4,134,7,35,4,8,4,32,4,19,4,7,91,4,4,22,4,22,7,4,10,121,10,714,4,17,16,4,4,4,313,4,7,4,73,4,4,4,6,101,31,4,4,7,26,19,22,1166,4,4,1092,4,13,4,5,4,4,4,4,4,4,119,4,4,24,27,10,4,4,4,4,4,4,4,4,4,4,4,10,13,4,4,4,4,4,4,16,4,8,4,13,4,4,4,4,4,4,4,3.0,10173.0
196900448R,C,177,43,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,5,4,4,4,13,4,37,1060,4,8,231,13,4,4,211,4,4,4,4,4,4,44,4,4,4,76,4,65,4,1493,4,4,7,4,34,31,31,7,4,4,7,31,4,4,4,4,4,4,7,30,4,4,4,144,11,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,16,4,16,4,10,4,4,4,46,4,4,4,25,4,64,4,39,4,4,4,4,4,10,22,4,340,12,803,4,4,4,134,7,35,4,8,4,32,4,19,4,7,91,4,4,22,4,22,7,4,10,121,10,714,4,17,16,4,4,4,313,4,7,4,73,4,4,4,6,101,31,4,4,7,26,19,22,1166,4,4,1092,4,13,4,5,4,4,4,4,4,4,119,4,4,24,27,10,4,4,4,4,4,4,4,4,4,4,4,10,13,4,4,4,4,4,4,16,4,8,4,13,4,4,4,4,4,4,4,3.0,10173.0
196900543R,B,7,2,1,1,1,1,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1,9,1,3,24,1,1,14,1,1,1,10,1,1,1,1,1,2,1,2,1,1,25,2,6,1,84,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,7,1,1,24,1,1,1,77,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,19,1,1,1,1,1,1,48,2,282,15,17,1,1,1,41,1,1,1,1,1,1,1,82,1,1,1,1,1,1,1,1,1,1,1,6,1,14,5,1,1,1,1,1,27,1,2,1,13,2,1,2,1,4,1,3,1,1,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,13,13,1,1,6,1,1,1,1,1,1,1,1,1,4,11,1,1,1,18,1,1,1,1,1,1,1,2,1,1,1,1,33,9,2.0,1283.0
196900561Z,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196900658W,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
197000400K,B,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,3,3,7,3,7,3,3,149,3,3,23,9,8,3,4,3,3,3,3,8,6,33,3,3,3,122,3,3,3,1782,3,3,3,3,3,3,5,3,3,3,3,22,3,3,6,3,6,3,3,9,3,3,3,461,3,6,3,3,3,3,3,3,3,3,3,3,3,3,79,3,9,3,3,3,3,6,3,3,3,3,3,3,9,6,3,3,28,3,3,3,7,3,3,32,3,496,6,106,3,3,3,168,3,20,3,12,19,3,3,85,6,3,7,3,3,7,3,3,3,3,3,371,28,3,3,18,3,3,3,3,65,3,10,3,19,15,3,6,3,9,3,12,3,3,97,88,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,4,75,6,3,3,3,3,3,3,3,3,6,3,3,3,13,5,3,21,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5190.0
197100270N,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
197101145M,C,7,2,1,1,1,1,1,1,1,1,1,29,1,1,1,1,1,1,1,1,1,9,1,3,24,1,1,14,1,1,1,10,1,1,1,1,1,2,1,2,1,1,25,2,6,1,84,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,7,1,1,24,1,1,1,77,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,19,1,1,1,1,1,1,48,2,282,15,17,1,1,1,41,1,1,1,1,1,1,1,82,1,1,1,1,1,1,1,1,1,1,1,6,1,14,5,1,1,1,1,1,27,1,2,1,13,2,1,2,1,4,1,3,1,1,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,13,13,1,1,6,1,1,1,1,1,1,1,1,1,4,11,1,1,1,18,1,1,1,1,1,1,1,2,1,1,1,1,33,9,2.0,1283.0
197201203W,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
197201353R,C,1,1,1,1,1,1,1,1,1,1,3,25,1,1,1,1,1,1,1,1,1,1,1,17,5,1,1,252,3,1,1,50,1,1,1,1,1,2,1,1,1,1,10,1,1,1,643,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,1,1,1,39,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,1,1,4,1,1,1,6,1,1,1,1,1,1,54,1,164,5,65,1,1,1,25,1,5,1,1,1,2,1,143,2,1,1,1,1,1,1,1,1,2,1,12,1,209,1,1,1,1,1,1,22,1,2,1,5,4,1,8,1,4,1,14,1,1,3,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,44,1,1,1,1,17,1,2,1,1,1,1,4,1,1,1,14,1,1,1,1,1,1,1,2,1,1,1,1,30,1,3.0,2128.0
197301590G,B,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,30,3,3,2,57,2,2,2,2,3,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,56,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,6,2,17,7,3,2,2,2,14,2,3,2,3,2,2,2,63,2,2,2,2,2,2,2,2,6,2,2,2,2,8,2,2,2,2,2,2,5,2,3,2,2,2,2,17,2,2,2,2,2,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,742.0
197302096R,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
